Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;162,5
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;164,5
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;165,7
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;162,8
Hombres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;145,4
Hombres;10 Comunitat Valenciana;Educación superior;2022;607
Hombres;10 Comunitat Valenciana;Educación superior;2021;624,7
Hombres;10 Comunitat Valenciana;Educación superior;2020;601,6
Hombres;10 Comunitat Valenciana;Educación superior;2019;564,3
Hombres;10 Comunitat Valenciana;Educación superior;2018;526,8
Hombres;10 Comunitat Valenciana;Educación superior;2017;502,7
Hombres;10 Comunitat Valenciana;Educación superior;2016;510,9
Hombres;10 Comunitat Valenciana;Educación superior;2015;503,5
Hombres;10 Comunitat Valenciana;Educación superior;2014;514,7
Hombres;11 Extremadura;Total;2022;438,5
Hombres;11 Extremadura;Total;2021;440,8
Hombres;11 Extremadura;Total;2020;441,3
Hombres;11 Extremadura;Total;2019;442
Hombres;11 Extremadura;Total;2018;443,5
Hombres;11 Extremadura;Total;2017;447,2
Hombres;11 Extremadura;Total;2016;450,2
Hombres;11 Extremadura;Total;2015;451,3
Hombres;11 Extremadura;Total;2014;453
Hombres;11 Extremadura;Analfabetos;2022;6,7
Hombres;11 Extremadura;Analfabetos;2021;7
Hombres;11 Extremadura;Analfabetos;2020;8
Hombres;11 Extremadura;Analfabetos;2019;9,7
Hombres;11 Extremadura;Analfabetos;2018;9,6
Hombres;11 Extremadura;Analfabetos;2017;8,4
Hombres;11 Extremadura;Analfabetos;2016;7,7
Hombres;11 Extremadura;Analfabetos;2015;8,6
Hombres;11 Extremadura;Analfabetos;2014;10,1
Hombres;11 Extremadura;Estudios primarios incompletos;2022;28,7
Hombres;11 Extremadura;Estudios primarios incompletos;2021;32
Hombres;11 Extremadura;Estudios primarios incompletos;2020;33,8
Hombres;11 Extremadura;Estudios primarios incompletos;2019;37,7
Hombres;11 Extremadura;Estudios primarios incompletos;2018;41,5
Hombres;11 Extremadura;Estudios primarios incompletos;2017;43,2
Hombres;11 Extremadura;Estudios primarios incompletos;2016;42,8
Hombres;11 Extremadura;Estudios primarios incompletos;2015;43,6
Hombres;11 Extremadura;Estudios primarios incompletos;2014;46,7
Hombres;11 Extremadura;Educación primaria;2022;53,2
Hombres;11 Extremadura;Educación primaria;2021;57,5
Hombres;11 Extremadura;Educación primaria;2020;62,2
Hombres;11 Extremadura;Educación primaria;2019;63,7
Hombres;11 Extremadura;Educación primaria;2018;62,1
Hombres;11 Extremadura;Educación primaria;2017;52,6
Hombres;11 Extremadura;Educación primaria;2016;62
Hombres;11 Extremadura;Educación primaria;2015;57,5
Hombres;11 Extremadura;Educación primaria;2014;58,2
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2022;167,9
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2021;164,6
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2020;168,9
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2019;171,7
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2018;171,9
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2017;184,7
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2016;186,2
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2015;184,9
Hombres;11 Extremadura;Primera etapa de educación secundaria y similar;2014;180,5
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022;50,4
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021;53,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2020;50,9
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2019;48,4
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2018;44,5
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2017;47,8
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2016;46,9
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2015;43,5
Hombres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2014;43,2
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;35,6
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;35,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;35,8
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;31,1
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;32
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;24,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;26,3
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;25,7
Hombres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;26
Hombres;11 Extremadura;Educación superior;2022;95,9
Hombres;11 Extremadura;Educación superior;2021;90,7
Hombres;11 Extremadura;Educación superior;2020;81,6
Hombres;11 Extremadura;Educación superior;2019;79,7
Hombres;11 Extremadura;Educación superior;2018;81,9
Hombres;11 Extremadura;Educación superior;2017;85,8
Hombres;11 Extremadura;Educación superior;2016;78,3
Hombres;11 Extremadura;Educación superior;2015;87,5
Hombres;11 Extremadura;Educación superior;2014;88,2
Hombres;12 Galicia;Total;2022;1.121,1
Hombres;12 Galicia;Total;2021;1.120
Hombres;12 Galicia;Total;2020;1.118,3
Hombres;12 Galicia;Total;2019;1.116,6
Hombres;12 Galicia;Total;2018;1.116,2
Hombres;12 Galicia;Total;2017;1.120,6
Hombres;12 Galicia;Total;2016;1.124,8
Hombres;12 Galicia;Total;2015;1.129
Hombres;12 Galicia;Total;2014;1.134,2
Hombres;12 Galicia;Analfabetos;2022;7,7
Hombres;12 Galicia;Analfabetos;2021;5,3
Hombres;12 Galicia;Analfabetos;2020;7
Hombres;12 Galicia;Analfabetos;2019;8,2
Hombres;12 Galicia;Analfabetos;2018;7,5
Hombres;12 Galicia;Analfabetos;2017;8,1
Hombres;12 Galicia;Analfabetos;2016;8,7
Hombres;12 Galicia;Analfabetos;2015;10,4
Hombres;12 Galicia;Analfabetos;2014;9,1
Hombres;12 Galicia;Estudios primarios incompletos;2022;37,4
Hombres;12 Galicia;Estudios primarios incompletos;2021;40,7
Hombres;12 Galicia;Estudios primarios incompletos;2020;40
Hombres;12 Galicia;Estudios primarios incompletos;2019;46,4
Hombres;12 Galicia;Estudios primarios incompletos;2018;63,4
Hombres;12 Galicia;Estudios primarios incompletos;2017;65
Hombres;12 Galicia;Estudios primarios incompletos;2016;62,8
Hombres;12 Galicia;Estudios primarios incompletos;2015;62,3
Hombres;12 Galicia;Estudios primarios incompletos;2014;57,8
Hombres;12 Galicia;Educación primaria;2022;88,7
Hombres;12 Galicia;Educación primaria;2021;100,8
Hombres;12 Galicia;Educación primaria;2020;110,3
Hombres;12 Galicia;Educación primaria;2019;138,3
Hombres;12 Galicia;Educación primaria;2018;158,2
Hombres;12 Galicia;Educación primaria;2017;170,1
Hombres;12 Galicia;Educación primaria;2016;173,3
Hombres;12 Galicia;Educación primaria;2015;188,3
Hombres;12 Galicia;Educación primaria;2014;199,6
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2022;413,9
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2021;408,5
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2020;409,4
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2019;391,6
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2018;377,5
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2017;377,1
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2016;380,3
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2015;371,9
Hombres;12 Galicia;Primera etapa de educación secundaria y similar;2014;386,2
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022;144,6
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021;141,3
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2020;139,1
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2019;135,3
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2018;134,4
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2017;126,7
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2016;130,1
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2015;130,3
Hombres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2014;128,2
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;97,1
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;91,7
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;92,4
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;93,5
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;85,5
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;85,2
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;84,6
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;81,7
Hombres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;81,3
Hombres;12 Galicia;Educación superior;2022;331,6
Hombres;12 Galicia;Educación superior;2021;331,6
Hombres;12 Galicia;Educación superior;2020;320,1
Hombres;12 Galicia;Educación superior;2019;303,4
Hombres;12 Galicia;Educación superior;2018;289,8
Hombres;12 Galicia;Educación superior;2017;288,4
Hombres;12 Galicia;Educación superior;2016;285,1
Hombres;12 Galicia;Educación superior;2015;284,2
Hombres;12 Galicia;Educación superior;2014;272,1
Hombres;13 Madrid, Comunidad de;Total;2022;2.680,6
Hombres;13 Madrid, Comunidad de;Total;2021;2.647,4
Hombres;13 Madrid, Comunidad de;Total;2020;2.652,9
Hombres;13 Madrid, Comunidad de;Total;2019;2.613,3
Hombres;13 Madrid, Comunidad de;Total;2018;2.565,3
Hombres;13 Madrid, Comunidad de;Total;2017;2.528,1
Hombres;13 Madrid, Comunidad de;Total;2016;2.505,7
Hombres;13 Madrid, Comunidad de;Total;2015;2.489,2
Hombres;13 Madrid, Comunidad de;Total;2014;2.481,8
Hombres;13 Madrid, Comunidad de;Analfabetos;2022;12,3
Hombres;13 Madrid, Comunidad de;Analfabetos;2021;12
Hombres;13 Madrid, Comunidad de;Analfabetos;2020;14,4
Hombres;13 Madrid, Comunidad de;Analfabetos;2019;11,9
Hombres;13 Madrid, Comunidad de;Analfabetos;2018;11,6
Hombres;13 Madrid, Comunidad de;Analfabetos;2017;12,3
Hombres;13 Madrid, Comunidad de;Analfabetos;2016;11,8
Hombres;13 Madrid, Comunidad de;Analfabetos;2015;11,8
Hombres;13 Madrid, Comunidad de;Analfabetos;2014;10
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022;50,4
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021;58,6
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2020;49,8
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2019;59,9
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2018;68,9
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2017;69,3
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2016;79,5
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2015;97
Hombres;13 Madrid, Comunidad de;Estudios primarios incompletos;2014;96,3
Hombres;13 Madrid, Comunidad de;Educación primaria;2022;204,6
Hombres;13 Madrid, Comunidad de;Educación primaria;2021;195,8
Hombres;13 Madrid, Comunidad de;Educación primaria;2020;213,4
Hombres;13 Madrid, Comunidad de;Educación primaria;2019;233,5
Hombres;13 Madrid, Comunidad de;Educación primaria;2018;241,1
Hombres;13 Madrid, Comunidad de;Educación primaria;2017;231,8
Hombres;13 Madrid, Comunidad de;Educación primaria;2016;250,2
Hombres;13 Madrid, Comunidad de;Educación primaria;2015;242
Hombres;13 Madrid, Comunidad de;Educación primaria;2014;236,1
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2022;614
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2021;634,7
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2020;608
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2019;610,3
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2018;636,6
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2017;593,8
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2016;604,7
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2015;576,9
Hombres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2014;545,8
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022;543,3
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021;497,9
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2020;534,9
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2019;506,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2018;459,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2017;496,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2016;478,9
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2015;468,7
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2014;467,5
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;161,4
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;158,4
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;146,4
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;137,5
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;145,6
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;144,1
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;122,4
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;137,2
Hombres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;125,1
Hombres;13 Madrid, Comunidad de;Educación superior;2022;1.094,5
Hombres;13 Madrid, Comunidad de;Educación superior;2021;1.090
Hombres;13 Madrid, Comunidad de;Educación superior;2020;1.085,9
Hombres;13 Madrid, Comunidad de;Educación superior;2019;1.053,5
Hombres;13 Madrid, Comunidad de;Educación superior;2018;1.001,9
Hombres;13 Madrid, Comunidad de;Educación superior;2017;980,6
Hombres;13 Madrid, Comunidad de;Educación superior;2016;958,1
Hombres;13 Madrid, Comunidad de;Educación superior;2015;955,6
Hombres;13 Madrid, Comunidad de;Educación superior;2014;1.001
Hombres;14 Murcia, Región de;Total;2022;624,7
Hombres;14 Murcia, Región de;Total;2021;614,6
Hombres;14 Murcia, Región de;Total;2020;611,2
Hombres;14 Murcia, Región de;Total;2019;604,3
Hombres;14 Murcia, Región de;Total;2018;595,7
Hombres;14 Murcia, Región de;Total;2017;592,4
Hombres;14 Murcia, Región de;Total;2016;589,2
Hombres;14 Murcia, Región de;Total;2015;588,4
Hombres;14 Murcia, Región de;Total;2014;589
Hombres;14 Murcia, Región de;Analfabetos;2022;12,4
Hombres;14 Murcia, Región de;Analfabetos;2021;10,9
Hombres;14 Murcia, Región de;Analfabetos;2020;12,8
Hombres;14 Murcia, Región de;Analfabetos;2019;17,5
Hombres;14 Murcia, Región de;Analfabetos;2018;12,9
Hombres;14 Murcia, Región de;Analfabetos;2017;13,5
Hombres;14 Murcia, Región de;Analfabetos;2016;15,7
Hombres;14 Murcia, Región de;Analfabetos;2015;15,6
Hombres;14 Murcia, Región de;Analfabetos;2014;15,4
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2022;35,4
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2021;33
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2020;34,6
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2019;32,9
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2018;37,8
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2017;41,8
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2016;43,5
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2015;45,5
Hombres;14 Murcia, Región de;Estudios primarios incompletos;2014;44,1
Hombres;14 Murcia, Región de;Educación primaria;2022;50,3
Hombres;14 Murcia, Región de;Educación primaria;2021;54,5
Hombres;14 Murcia, Región de;Educación primaria;2020;60
Hombres;14 Murcia, Región de;Educación primaria;2019;62
Hombres;14 Murcia, Región de;Educación primaria;2018;62,2
Hombres;14 Murcia, Región de;Educación primaria;2017;71,1
Hombres;14 Murcia, Región de;Educación primaria;2016;82,5
Hombres;14 Murcia, Región de;Educación primaria;2015;80,4
Hombres;14 Murcia, Región de;Educación primaria;2014;83,5
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2022;237,4
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2021;209,6
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2020;219,1
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2019;223,2
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2018;209,9
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2017;200
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2016;194,7
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2015;197,7
Hombres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2014;197
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022;92
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021;91,7
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2020;84,9
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2019;75,3
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2018;79,1
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2017;83,4
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2016;77,5
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2015;74,7
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2014;73,7
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;51,8
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;53,9
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;50,4
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;48,3
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;46,3
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;46
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;45,1
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;42,7
Hombres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;46,4
Hombres;14 Murcia, Región de;Educación superior;2022;145,4
Hombres;14 Murcia, Región de;Educación superior;2021;161
Hombres;14 Murcia, Región de;Educación superior;2020;149,5
Hombres;14 Murcia, Región de;Educación superior;2019;145,1
Hombres;14 Murcia, Región de;Educación superior;2018;147,5
Hombres;14 Murcia, Región de;Educación superior;2017;136,6
Hombres;14 Murcia, Región de;Educación superior;2016;130,3
Hombres;14 Murcia, Región de;Educación superior;2015;131,8
Hombres;14 Murcia, Región de;Educación superior;2014;128,8
Hombres;15 Navarra, Comunidad Foral de;Total;2022;268,7
Hombres;15 Navarra, Comunidad Foral de;Total;2021;266,9
Hombres;15 Navarra, Comunidad Foral de;Total;2020;266,6
Hombres;15 Navarra, Comunidad Foral de;Total;2019;264,2
Hombres;15 Navarra, Comunidad Foral de;Total;2018;261,2
Hombres;15 Navarra, Comunidad Foral de;Total;2017;258,7
Hombres;15 Navarra, Comunidad Foral de;Total;2016;257,5
Hombres;15 Navarra, Comunidad Foral de;Total;2015;257,6
Hombres;15 Navarra, Comunidad Foral de;Total;2014;257,6
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2022;1,7
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2021;1
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2020;1,8
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2019;1,3
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2018;2,2
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2017;2,1
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2016;2,4
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2015;1,4
Hombres;15 Navarra, Comunidad Foral de;Analfabetos;2014;1,2
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2022;5,3
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2021;6,2
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2020;4,1
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2019;2,5
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2018;3,8
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2017;4,8
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2016;6,6
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2015;7,2
Hombres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2014;7,5
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2022;30,3
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2021;32,7
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2020;28,9
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2019;35,3
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2018;40,2
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2017;37,5
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2016;36,4
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2015;36,1
Hombres;15 Navarra, Comunidad Foral de;Educación primaria;2014;36,5
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2022;69,2
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2021;67,2
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2020;71,3
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2019;70,1
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2018;68,5
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2017;68,6
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2016;67,9
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2015;72,6
Hombres;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2014;69,2
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2022;32,1
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2021;34,5
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2020;34
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2019;31,5
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2018;29,9
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2017;27,8
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2016;33
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2015;34,9
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2014;33,5
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;31,1
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;28,1
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;29,3
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;30,7
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;30,6
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;30,5
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;26,4
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;23,9
Hombres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;25,1
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2022;98,9
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2021;97,2
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2020;97,2
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2019;92,8
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2018;86,1
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2017;87,4
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2016;84,9
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2015;81,5
Hombres;15 Navarra, Comunidad Foral de;Educación superior;2014;84,7
