Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
58 años;19 Melilla;Hombres;2015;502
58 años;19 Melilla;Hombres;2014;504
58 años;19 Melilla;Hombres;2013;436
58 años;19 Melilla;Mujeres;2021;505
58 años;19 Melilla;Mujeres;2020;478
58 años;19 Melilla;Mujeres;2019;528
58 años;19 Melilla;Mujeres;2018;493
58 años;19 Melilla;Mujeres;2017;493
58 años;19 Melilla;Mujeres;2016;467
58 años;19 Melilla;Mujeres;2015;439
58 años;19 Melilla;Mujeres;2014;382
58 años;19 Melilla;Mujeres;2013;365
59 años;Total Nacional;Total;2021;642.976
59 años;Total Nacional;Total;2020;645.571
59 años;Total Nacional;Total;2019;626.709
59 años;Total Nacional;Total;2018;613.057
59 años;Total Nacional;Total;2017;599.054
59 años;Total Nacional;Total;2016;560.357
59 años;Total Nacional;Total;2015;545.630
59 años;Total Nacional;Total;2014;522.788
59 años;Total Nacional;Total;2013;526.530
59 años;Total Nacional;Hombres;2021;314.441
59 años;Total Nacional;Hombres;2020;315.739
59 años;Total Nacional;Hombres;2019;306.794
59 años;Total Nacional;Hombres;2018;300.236
59 años;Total Nacional;Hombres;2017;293.034
59 años;Total Nacional;Hombres;2016;274.399
59 años;Total Nacional;Hombres;2015;267.334
59 años;Total Nacional;Hombres;2014;255.299
59 años;Total Nacional;Hombres;2013;258.281
59 años;Total Nacional;Mujeres;2021;328.535
59 años;Total Nacional;Mujeres;2020;329.832
59 años;Total Nacional;Mujeres;2019;319.915
59 años;Total Nacional;Mujeres;2018;312.821
59 años;Total Nacional;Mujeres;2017;306.020
59 años;Total Nacional;Mujeres;2016;285.958
59 años;Total Nacional;Mujeres;2015;278.296
59 años;Total Nacional;Mujeres;2014;267.489
59 años;Total Nacional;Mujeres;2013;268.249
59 años;01 Andalucía;Total;2021;114.010
59 años;01 Andalucía;Total;2020;114.345
59 años;01 Andalucía;Total;2019;109.982
59 años;01 Andalucía;Total;2018;109.159
59 años;01 Andalucía;Total;2017;105.753
59 años;01 Andalucía;Total;2016;96.004
59 años;01 Andalucía;Total;2015;93.868
59 años;01 Andalucía;Total;2014;88.440
59 años;01 Andalucía;Total;2013;89.905
59 años;01 Andalucía;Hombres;2021;55.999
59 años;01 Andalucía;Hombres;2020;56.180
59 años;01 Andalucía;Hombres;2019;53.950
59 años;01 Andalucía;Hombres;2018;53.653
59 años;01 Andalucía;Hombres;2017;51.936
59 años;01 Andalucía;Hombres;2016;47.277
59 años;01 Andalucía;Hombres;2015;46.072
59 años;01 Andalucía;Hombres;2014;43.299
59 años;01 Andalucía;Hombres;2013;44.410
59 años;01 Andalucía;Mujeres;2021;58.011
59 años;01 Andalucía;Mujeres;2020;58.165
59 años;01 Andalucía;Mujeres;2019;56.032
59 años;01 Andalucía;Mujeres;2018;55.506
59 años;01 Andalucía;Mujeres;2017;53.817
59 años;01 Andalucía;Mujeres;2016;48.727
59 años;01 Andalucía;Mujeres;2015;47.796
59 años;01 Andalucía;Mujeres;2014;45.141
59 años;01 Andalucía;Mujeres;2013;45.495
59 años;02 Aragón;Total;2021;18.723
59 años;02 Aragón;Total;2020;18.767
59 años;02 Aragón;Total;2019;18.299
59 años;02 Aragón;Total;2018;17.955
59 años;02 Aragón;Total;2017;17.636
59 años;02 Aragón;Total;2016;16.747
59 años;02 Aragón;Total;2015;16.294
59 años;02 Aragón;Total;2014;15.262
59 años;02 Aragón;Total;2013;15.428
59 años;02 Aragón;Hombres;2021;9.282
59 años;02 Aragón;Hombres;2020;9.249
59 años;02 Aragón;Hombres;2019;9.201
59 años;02 Aragón;Hombres;2018;9.050
59 años;02 Aragón;Hombres;2017;8.815
59 años;02 Aragón;Hombres;2016;8.381
59 años;02 Aragón;Hombres;2015;8.175
59 años;02 Aragón;Hombres;2014;7.591
59 años;02 Aragón;Hombres;2013;7.679
59 años;02 Aragón;Mujeres;2021;9.441
59 años;02 Aragón;Mujeres;2020;9.518
59 años;02 Aragón;Mujeres;2019;9.098
59 años;02 Aragón;Mujeres;2018;8.905
59 años;02 Aragón;Mujeres;2017;8.821
59 años;02 Aragón;Mujeres;2016;8.366
59 años;02 Aragón;Mujeres;2015;8.119
59 años;02 Aragón;Mujeres;2014;7.671
59 años;02 Aragón;Mujeres;2013;7.749
59 años;03 Asturias, Principado de;Total;2021;16.195
59 años;03 Asturias, Principado de;Total;2020;16.628
59 años;03 Asturias, Principado de;Total;2019;16.669
59 años;03 Asturias, Principado de;Total;2018;16.502
59 años;03 Asturias, Principado de;Total;2017;16.652
59 años;03 Asturias, Principado de;Total;2016;16.205
59 años;03 Asturias, Principado de;Total;2015;15.566
59 años;03 Asturias, Principado de;Total;2014;15.140
59 años;03 Asturias, Principado de;Total;2013;15.237
59 años;03 Asturias, Principado de;Hombres;2021;7.824
59 años;03 Asturias, Principado de;Hombres;2020;8.018
59 años;03 Asturias, Principado de;Hombres;2019;7.976
59 años;03 Asturias, Principado de;Hombres;2018;7.861
59 años;03 Asturias, Principado de;Hombres;2017;8.055
59 años;03 Asturias, Principado de;Hombres;2016;7.738
59 años;03 Asturias, Principado de;Hombres;2015;7.416
59 años;03 Asturias, Principado de;Hombres;2014;7.333
59 años;03 Asturias, Principado de;Hombres;2013;7.339
59 años;03 Asturias, Principado de;Mujeres;2021;8.371
59 años;03 Asturias, Principado de;Mujeres;2020;8.610
59 años;03 Asturias, Principado de;Mujeres;2019;8.693
59 años;03 Asturias, Principado de;Mujeres;2018;8.641
59 años;03 Asturias, Principado de;Mujeres;2017;8.597
59 años;03 Asturias, Principado de;Mujeres;2016;8.467
59 años;03 Asturias, Principado de;Mujeres;2015;8.150
59 años;03 Asturias, Principado de;Mujeres;2014;7.807
59 años;03 Asturias, Principado de;Mujeres;2013;7.898
59 años;04 Balears, Illes;Total;2021;14.634
59 años;04 Balears, Illes;Total;2020;14.982
59 años;04 Balears, Illes;Total;2019;13.940
59 años;04 Balears, Illes;Total;2018;13.841
59 años;04 Balears, Illes;Total;2017;13.346
59 años;04 Balears, Illes;Total;2016;12.621
59 años;04 Balears, Illes;Total;2015;12.365
59 años;04 Balears, Illes;Total;2014;12.151
59 años;04 Balears, Illes;Total;2013;12.065
59 años;04 Balears, Illes;Hombres;2021;7.272
59 años;04 Balears, Illes;Hombres;2020;7.408
59 años;04 Balears, Illes;Hombres;2019;6.952
59 años;04 Balears, Illes;Hombres;2018;6.846
59 años;04 Balears, Illes;Hombres;2017;6.469
59 años;04 Balears, Illes;Hombres;2016;6.274
59 años;04 Balears, Illes;Hombres;2015;6.002
59 años;04 Balears, Illes;Hombres;2014;6.035
59 años;04 Balears, Illes;Hombres;2013;6.027
59 años;04 Balears, Illes;Mujeres;2021;7.362
59 años;04 Balears, Illes;Mujeres;2020;7.574
59 años;04 Balears, Illes;Mujeres;2019;6.988
59 años;04 Balears, Illes;Mujeres;2018;6.995
59 años;04 Balears, Illes;Mujeres;2017;6.877
59 años;04 Balears, Illes;Mujeres;2016;6.347
59 años;04 Balears, Illes;Mujeres;2015;6.363
59 años;04 Balears, Illes;Mujeres;2014;6.116
59 años;04 Balears, Illes;Mujeres;2013;6.038
59 años;05 Canarias;Total;2021;31.110
59 años;05 Canarias;Total;2020;29.991
59 años;05 Canarias;Total;2019;27.710
59 años;05 Canarias;Total;2018;26.636
59 años;05 Canarias;Total;2017;25.951
59 años;05 Canarias;Total;2016;25.158
59 años;05 Canarias;Total;2015;24.515
59 años;05 Canarias;Total;2014;23.571
59 años;05 Canarias;Total;2013;23.076
59 años;05 Canarias;Hombres;2021;15.287
59 años;05 Canarias;Hombres;2020;14.766
59 años;05 Canarias;Hombres;2019;13.812
59 años;05 Canarias;Hombres;2018;13.271
59 años;05 Canarias;Hombres;2017;12.999
59 años;05 Canarias;Hombres;2016;12.499
59 años;05 Canarias;Hombres;2015;12.285
59 años;05 Canarias;Hombres;2014;11.557
59 años;05 Canarias;Hombres;2013;11.412
59 años;05 Canarias;Mujeres;2021;15.823
59 años;05 Canarias;Mujeres;2020;15.225
59 años;05 Canarias;Mujeres;2019;13.898
59 años;05 Canarias;Mujeres;2018;13.365
59 años;05 Canarias;Mujeres;2017;12.952
59 años;05 Canarias;Mujeres;2016;12.659
59 años;05 Canarias;Mujeres;2015;12.230
59 años;05 Canarias;Mujeres;2014;12.014
59 años;05 Canarias;Mujeres;2013;11.664
59 años;06 Cantabria;Total;2021;8.738
59 años;06 Cantabria;Total;2020;8.800
59 años;06 Cantabria;Total;2019;8.917
59 años;06 Cantabria;Total;2018;8.799
59 años;06 Cantabria;Total;2017;8.821
59 años;06 Cantabria;Total;2016;8.109
59 años;06 Cantabria;Total;2015;7.899
59 años;06 Cantabria;Total;2014;7.607
59 años;06 Cantabria;Total;2013;7.633
59 años;06 Cantabria;Hombres;2021;4.289
59 años;06 Cantabria;Hombres;2020;4.295
59 años;06 Cantabria;Hombres;2019;4.266
59 años;06 Cantabria;Hombres;2018;4.376
59 años;06 Cantabria;Hombres;2017;4.311
59 años;06 Cantabria;Hombres;2016;4.074
59 años;06 Cantabria;Hombres;2015;3.923
59 años;06 Cantabria;Hombres;2014;3.673
59 años;06 Cantabria;Hombres;2013;3.680
59 años;06 Cantabria;Mujeres;2021;4.449
59 años;06 Cantabria;Mujeres;2020;4.505
59 años;06 Cantabria;Mujeres;2019;4.651
59 años;06 Cantabria;Mujeres;2018;4.423
59 años;06 Cantabria;Mujeres;2017;4.510
59 años;06 Cantabria;Mujeres;2016;4.035
59 años;06 Cantabria;Mujeres;2015;3.976
59 años;06 Cantabria;Mujeres;2014;3.934
59 años;06 Cantabria;Mujeres;2013;3.953
59 años;07 Castilla y León;Total;2021;37.438
59 años;07 Castilla y León;Total;2020;37.918
59 años;07 Castilla y León;Total;2019;37.178
59 años;07 Castilla y León;Total;2018;36.223
59 años;07 Castilla y León;Total;2017;35.945
59 años;07 Castilla y León;Total;2016;34.447
59 años;07 Castilla y León;Total;2015;32.805
59 años;07 Castilla y León;Total;2014;31.273
59 años;07 Castilla y León;Total;2013;31.239
59 años;07 Castilla y León;Hombres;2021;18.936
59 años;07 Castilla y León;Hombres;2020;19.091
59 años;07 Castilla y León;Hombres;2019;18.946
59 años;07 Castilla y León;Hombres;2018;18.431
59 años;07 Castilla y León;Hombres;2017;18.193
59 años;07 Castilla y León;Hombres;2016;17.670
59 años;07 Castilla y León;Hombres;2015;16.938
59 años;07 Castilla y León;Hombres;2014;16.193
59 años;07 Castilla y León;Hombres;2013;16.126
59 años;07 Castilla y León;Mujeres;2021;18.502
59 años;07 Castilla y León;Mujeres;2020;18.827
59 años;07 Castilla y León;Mujeres;2019;18.232
59 años;07 Castilla y León;Mujeres;2018;17.792
59 años;07 Castilla y León;Mujeres;2017;17.752
59 años;07 Castilla y León;Mujeres;2016;16.777
59 años;07 Castilla y León;Mujeres;2015;15.867
59 años;07 Castilla y León;Mujeres;2014;15.080
59 años;07 Castilla y León;Mujeres;2013;15.113
59 años;08 Castilla - La Mancha;Total;2021;28.795
59 años;08 Castilla - La Mancha;Total;2020;28.874
59 años;08 Castilla - La Mancha;Total;2019;27.692
59 años;08 Castilla - La Mancha;Total;2018;26.459
59 años;08 Castilla - La Mancha;Total;2017;25.327
59 años;08 Castilla - La Mancha;Total;2016;22.976
59 años;08 Castilla - La Mancha;Total;2015;21.697
59 años;08 Castilla - La Mancha;Total;2014;20.737
59 años;08 Castilla - La Mancha;Total;2013;20.753
59 años;08 Castilla - La Mancha;Hombres;2021;14.662
59 años;08 Castilla - La Mancha;Hombres;2020;14.753
59 años;08 Castilla - La Mancha;Hombres;2019;14.167
59 años;08 Castilla - La Mancha;Hombres;2018;13.572
59 años;08 Castilla - La Mancha;Hombres;2017;12.865
59 años;08 Castilla - La Mancha;Hombres;2016;11.759
59 años;08 Castilla - La Mancha;Hombres;2015;11.063
59 años;08 Castilla - La Mancha;Hombres;2014;10.560
59 años;08 Castilla - La Mancha;Hombres;2013;10.662
59 años;08 Castilla - La Mancha;Mujeres;2021;14.133
59 años;08 Castilla - La Mancha;Mujeres;2020;14.121
59 años;08 Castilla - La Mancha;Mujeres;2019;13.525
59 años;08 Castilla - La Mancha;Mujeres;2018;12.887
59 años;08 Castilla - La Mancha;Mujeres;2017;12.462
59 años;08 Castilla - La Mancha;Mujeres;2016;11.217
59 años;08 Castilla - La Mancha;Mujeres;2015;10.634
59 años;08 Castilla - La Mancha;Mujeres;2014;10.177
59 años;08 Castilla - La Mancha;Mujeres;2013;10.091
59 años;09 Cataluña;Total;2021;97.588
59 años;09 Cataluña;Total;2020;98.003
59 años;09 Cataluña;Total;2019;96.034
59 años;09 Cataluña;Total;2018;95.132
59 años;09 Cataluña;Total;2017;92.780
59 años;09 Cataluña;Total;2016;87.456
59 años;09 Cataluña;Total;2015;86.076
59 años;09 Cataluña;Total;2014;83.883
59 años;09 Cataluña;Total;2013;84.314
59 años;09 Cataluña;Hombres;2021;47.357
59 años;09 Cataluña;Hombres;2020;47.563
59 años;09 Cataluña;Hombres;2019;46.389
59 años;09 Cataluña;Hombres;2018;46.204
59 años;09 Cataluña;Hombres;2017;45.044
59 años;09 Cataluña;Hombres;2016;42.436
59 años;09 Cataluña;Hombres;2015;41.924
59 años;09 Cataluña;Hombres;2014;40.678
59 años;09 Cataluña;Hombres;2013;41.092
59 años;09 Cataluña;Mujeres;2021;50.231
59 años;09 Cataluña;Mujeres;2020;50.440
59 años;09 Cataluña;Mujeres;2019;49.645
59 años;09 Cataluña;Mujeres;2018;48.928
59 años;09 Cataluña;Mujeres;2017;47.736
59 años;09 Cataluña;Mujeres;2016;45.020
59 años;09 Cataluña;Mujeres;2015;44.152
59 años;09 Cataluña;Mujeres;2014;43.205
59 años;09 Cataluña;Mujeres;2013;43.222
59 años;10 Comunitat Valenciana;Total;2021;68.786
59 años;10 Comunitat Valenciana;Total;2020;69.069
59 años;10 Comunitat Valenciana;Total;2019;67.606
59 años;10 Comunitat Valenciana;Total;2018;65.077
59 años;10 Comunitat Valenciana;Total;2017;63.372
59 años;10 Comunitat Valenciana;Total;2016;58.515
59 años;10 Comunitat Valenciana;Total;2015;58.311
59 años;10 Comunitat Valenciana;Total;2014;55.489
59 años;10 Comunitat Valenciana;Total;2013;55.785
59 años;10 Comunitat Valenciana;Hombres;2021;33.596
59 años;10 Comunitat Valenciana;Hombres;2020;33.600
59 años;10 Comunitat Valenciana;Hombres;2019;33.019
59 años;10 Comunitat Valenciana;Hombres;2018;31.881
59 años;10 Comunitat Valenciana;Hombres;2017;30.972
59 años;10 Comunitat Valenciana;Hombres;2016;28.392
59 años;10 Comunitat Valenciana;Hombres;2015;28.408
59 años;10 Comunitat Valenciana;Hombres;2014;26.923
59 años;10 Comunitat Valenciana;Hombres;2013;27.120
59 años;10 Comunitat Valenciana;Mujeres;2021;35.190
59 años;10 Comunitat Valenciana;Mujeres;2020;35.469
59 años;10 Comunitat Valenciana;Mujeres;2019;34.587
59 años;10 Comunitat Valenciana;Mujeres;2018;33.196
59 años;10 Comunitat Valenciana;Mujeres;2017;32.400
59 años;10 Comunitat Valenciana;Mujeres;2016;30.123
59 años;10 Comunitat Valenciana;Mujeres;2015;29.903
59 años;10 Comunitat Valenciana;Mujeres;2014;28.566
59 años;10 Comunitat Valenciana;Mujeres;2013;28.665
59 años;11 Extremadura;Total;2021;16.213
59 años;11 Extremadura;Total;2020;16.376
59 años;11 Extremadura;Total;2019;15.642
59 años;11 Extremadura;Total;2018;15.259
59 años;11 Extremadura;Total;2017;14.282
59 años;11 Extremadura;Total;2016;13.180
59 años;11 Extremadura;Total;2015;12.539
59 años;11 Extremadura;Total;2014;11.875
59 años;11 Extremadura;Total;2013;12.178
59 años;11 Extremadura;Hombres;2021;8.200
59 años;11 Extremadura;Hombres;2020;8.474
59 años;11 Extremadura;Hombres;2019;7.959
59 años;11 Extremadura;Hombres;2018;7.895
59 años;11 Extremadura;Hombres;2017;7.354
59 años;11 Extremadura;Hombres;2016;6.820
59 años;11 Extremadura;Hombres;2015;6.386
59 años;11 Extremadura;Hombres;2014;6.126
59 años;11 Extremadura;Hombres;2013;6.367
59 años;11 Extremadura;Mujeres;2021;8.013
59 años;11 Extremadura;Mujeres;2020;7.902
59 años;11 Extremadura;Mujeres;2019;7.683
59 años;11 Extremadura;Mujeres;2018;7.364
59 años;11 Extremadura;Mujeres;2017;6.928
59 años;11 Extremadura;Mujeres;2016;6.360
59 años;11 Extremadura;Mujeres;2015;6.153
59 años;11 Extremadura;Mujeres;2014;5.749
59 años;11 Extremadura;Mujeres;2013;5.811
59 años;12 Galicia;Total;2021;38.986
59 años;12 Galicia;Total;2020;39.635
59 años;12 Galicia;Total;2019;38.447
59 años;12 Galicia;Total;2018;37.880
59 años;12 Galicia;Total;2017;37.239
59 años;12 Galicia;Total;2016;36.392
59 años;12 Galicia;Total;2015;34.952
59 años;12 Galicia;Total;2014;34.655
59 años;12 Galicia;Total;2013;34.693
59 años;12 Galicia;Hombres;2021;18.940
59 años;12 Galicia;Hombres;2020;19.355
59 años;12 Galicia;Hombres;2019;18.756
59 años;12 Galicia;Hombres;2018;18.284
59 años;12 Galicia;Hombres;2017;18.033
59 años;12 Galicia;Hombres;2016;17.616
59 años;12 Galicia;Hombres;2015;17.218
59 años;12 Galicia;Hombres;2014;17.019
59 años;12 Galicia;Hombres;2013;16.940
59 años;12 Galicia;Mujeres;2021;20.046
59 años;12 Galicia;Mujeres;2020;20.280
59 años;12 Galicia;Mujeres;2019;19.691
59 años;12 Galicia;Mujeres;2018;19.596
59 años;12 Galicia;Mujeres;2017;19.206
59 años;12 Galicia;Mujeres;2016;18.776
59 años;12 Galicia;Mujeres;2015;17.734
59 años;12 Galicia;Mujeres;2014;17.636
59 años;12 Galicia;Mujeres;2013;17.753
59 años;13 Madrid, Comunidad de;Total;2021;85.376
59 años;13 Madrid, Comunidad de;Total;2020;85.523
59 años;13 Madrid, Comunidad de;Total;2019;82.632
59 años;13 Madrid, Comunidad de;Total;2018;80.519
59 años;13 Madrid, Comunidad de;Total;2017;79.170
59 años;13 Madrid, Comunidad de;Total;2016;73.975
59 años;13 Madrid, Comunidad de;Total;2015;72.014
59 años;13 Madrid, Comunidad de;Total;2014;68.456
59 años;13 Madrid, Comunidad de;Total;2013;69.473
59 años;13 Madrid, Comunidad de;Hombres;2021;40.181
59 años;13 Madrid, Comunidad de;Hombres;2020;40.279
59 años;13 Madrid, Comunidad de;Hombres;2019;38.836
59 años;13 Madrid, Comunidad de;Hombres;2018;37.723
59 años;13 Madrid, Comunidad de;Hombres;2017;36.940
59 años;13 Madrid, Comunidad de;Hombres;2016;34.563
59 años;13 Madrid, Comunidad de;Hombres;2015;33.573
59 años;13 Madrid, Comunidad de;Hombres;2014;31.575
59 años;13 Madrid, Comunidad de;Hombres;2013;32.301
59 años;13 Madrid, Comunidad de;Mujeres;2021;45.195
59 años;13 Madrid, Comunidad de;Mujeres;2020;45.244
59 años;13 Madrid, Comunidad de;Mujeres;2019;43.796
59 años;13 Madrid, Comunidad de;Mujeres;2018;42.796
59 años;13 Madrid, Comunidad de;Mujeres;2017;42.230
59 años;13 Madrid, Comunidad de;Mujeres;2016;39.412
59 años;13 Madrid, Comunidad de;Mujeres;2015;38.441
59 años;13 Madrid, Comunidad de;Mujeres;2014;36.881
59 años;13 Madrid, Comunidad de;Mujeres;2013;37.172
59 años;14 Murcia, Región de;Total;2021;18.709
59 años;14 Murcia, Región de;Total;2020;18.623
59 años;14 Murcia, Región de;Total;2019;18.179
59 años;14 Murcia, Región de;Total;2018;17.575
59 años;14 Murcia, Región de;Total;2017;17.022
59 años;14 Murcia, Región de;Total;2016;14.950
59 años;14 Murcia, Región de;Total;2015;14.802
59 años;14 Murcia, Región de;Total;2014;13.984
59 años;14 Murcia, Región de;Total;2013;14.251
59 años;14 Murcia, Región de;Hombres;2021;9.223
59 años;14 Murcia, Región de;Hombres;2020;9.166
59 años;14 Murcia, Región de;Hombres;2019;9.062
59 años;14 Murcia, Región de;Hombres;2018;8.647
59 años;14 Murcia, Región de;Hombres;2017;8.456
59 años;14 Murcia, Región de;Hombres;2016;7.387
59 años;14 Murcia, Región de;Hombres;2015;7.313
59 años;14 Murcia, Región de;Hombres;2014;6.915
59 años;14 Murcia, Región de;Hombres;2013;7.078
59 años;14 Murcia, Región de;Mujeres;2021;9.486
59 años;14 Murcia, Región de;Mujeres;2020;9.457
59 años;14 Murcia, Región de;Mujeres;2019;9.117
59 años;14 Murcia, Región de;Mujeres;2018;8.928
59 años;14 Murcia, Región de;Mujeres;2017;8.566
59 años;14 Murcia, Región de;Mujeres;2016;7.563
59 años;14 Murcia, Región de;Mujeres;2015;7.489
59 años;14 Murcia, Región de;Mujeres;2014;7.069
59 años;14 Murcia, Región de;Mujeres;2013;7.173
59 años;15 Navarra, Comunidad Foral de;Total;2021;8.948
59 años;15 Navarra, Comunidad Foral de;Total;2020;8.767
59 años;15 Navarra, Comunidad Foral de;Total;2019;8.513
59 años;15 Navarra, Comunidad Foral de;Total;2018;8.270
59 años;15 Navarra, Comunidad Foral de;Total;2017;8.306
59 años;15 Navarra, Comunidad Foral de;Total;2016;7.906
59 años;15 Navarra, Comunidad Foral de;Total;2015;7.564
59 años;15 Navarra, Comunidad Foral de;Total;2014;7.205
59 años;15 Navarra, Comunidad Foral de;Total;2013;7.314
59 años;15 Navarra, Comunidad Foral de;Hombres;2021;4.502
59 años;15 Navarra, Comunidad Foral de;Hombres;2020;4.394
59 años;15 Navarra, Comunidad Foral de;Hombres;2019;4.268
59 años;15 Navarra, Comunidad Foral de;Hombres;2018;4.177
59 años;15 Navarra, Comunidad Foral de;Hombres;2017;4.122
59 años;15 Navarra, Comunidad Foral de;Hombres;2016;3.947
59 años;15 Navarra, Comunidad Foral de;Hombres;2015;3.851
59 años;15 Navarra, Comunidad Foral de;Hombres;2014;3.604
59 años;15 Navarra, Comunidad Foral de;Hombres;2013;3.702
59 años;15 Navarra, Comunidad Foral de;Mujeres;2021;4.446
59 años;15 Navarra, Comunidad Foral de;Mujeres;2020;4.373
59 años;15 Navarra, Comunidad Foral de;Mujeres;2019;4.245
59 años;15 Navarra, Comunidad Foral de;Mujeres;2018;4.093
59 años;15 Navarra, Comunidad Foral de;Mujeres;2017;4.184
59 años;15 Navarra, Comunidad Foral de;Mujeres;2016;3.959
59 años;15 Navarra, Comunidad Foral de;Mujeres;2015;3.713
59 años;15 Navarra, Comunidad Foral de;Mujeres;2014;3.601
59 años;15 Navarra, Comunidad Foral de;Mujeres;2013;3.612
59 años;16 País Vasco;Total;2021;32.088
59 años;16 País Vasco;Total;2020;32.456
59 años;16 País Vasco;Total;2019;32.576
59 años;16 País Vasco;Total;2018;31.474
59 años;16 País Vasco;Total;2017;31.138
59 años;16 País Vasco;Total;2016;29.827
59 años;16 País Vasco;Total;2015;28.747
59 años;16 País Vasco;Total;2014;27.748
59 años;16 País Vasco;Total;2013;27.932
59 años;16 País Vasco;Hombres;2021;15.558
59 años;16 País Vasco;Hombres;2020;15.653
59 años;16 País Vasco;Hombres;2019;15.841
59 años;16 País Vasco;Hombres;2018;15.224
59 años;16 País Vasco;Hombres;2017;15.189
59 años;16 País Vasco;Hombres;2016;14.571
59 años;16 País Vasco;Hombres;2015;13.920
59 años;16 País Vasco;Hombres;2014;13.469
59 años;16 País Vasco;Hombres;2013;13.617
59 años;16 País Vasco;Mujeres;2021;16.530
59 años;16 País Vasco;Mujeres;2020;16.803
59 años;16 País Vasco;Mujeres;2019;16.735
59 años;16 País Vasco;Mujeres;2018;16.250
59 años;16 País Vasco;Mujeres;2017;15.949
59 años;16 País Vasco;Mujeres;2016;15.256
59 años;16 País Vasco;Mujeres;2015;14.827
59 años;16 País Vasco;Mujeres;2014;14.279
59 años;16 País Vasco;Mujeres;2013;14.315
59 años;17 Rioja, La;Total;2021;4.575
59 años;17 Rioja, La;Total;2020;4.551
59 años;17 Rioja, La;Total;2019;4.580
59 años;17 Rioja, La;Total;2018;4.213
59 años;17 Rioja, La;Total;2017;4.306
59 años;17 Rioja, La;Total;2016;4.058
59 años;17 Rioja, La;Total;2015;3.818
59 años;17 Rioja, La;Total;2014;3.683
59 años;17 Rioja, La;Total;2013;3.665
59 años;17 Rioja, La;Hombres;2021;2.263
59 años;17 Rioja, La;Hombres;2020;2.320
59 años;17 Rioja, La;Hombres;2019;2.276
59 años;17 Rioja, La;Hombres;2018;2.064
59 años;17 Rioja, La;Hombres;2017;2.203
59 años;17 Rioja, La;Hombres;2016;2.040
59 años;17 Rioja, La;Hombres;2015;1.871
59 años;17 Rioja, La;Hombres;2014;1.897
59 años;17 Rioja, La;Hombres;2013;1.877
59 años;17 Rioja, La;Mujeres;2021;2.312
59 años;17 Rioja, La;Mujeres;2020;2.231
59 años;17 Rioja, La;Mujeres;2019;2.304
59 años;17 Rioja, La;Mujeres;2018;2.149
59 años;17 Rioja, La;Mujeres;2017;2.103
59 años;17 Rioja, La;Mujeres;2016;2.018
59 años;17 Rioja, La;Mujeres;2015;1.947
59 años;17 Rioja, La;Mujeres;2014;1.786
59 años;17 Rioja, La;Mujeres;2013;1.788
59 años;18 Ceuta;Total;2021;1.040
59 años;18 Ceuta;Total;2020;1.149
59 años;18 Ceuta;Total;2019;1.065
59 años;18 Ceuta;Total;2018;1.032
59 años;18 Ceuta;Total;2017;995
59 años;18 Ceuta;Total;2016;901
59 años;18 Ceuta;Total;2015;923
59 años;18 Ceuta;Total;2014;839
59 años;18 Ceuta;Total;2013;837
59 años;18 Ceuta;Hombres;2021;519
59 años;18 Ceuta;Hombres;2020;592
59 años;18 Ceuta;Hombres;2019;560
59 años;18 Ceuta;Hombres;2018;514
59 años;18 Ceuta;Hombres;2017;523
59 años;18 Ceuta;Hombres;2016;464
59 años;18 Ceuta;Hombres;2015;501
59 años;18 Ceuta;Hombres;2014;427
59 años;18 Ceuta;Hombres;2013;440
59 años;18 Ceuta;Mujeres;2021;521
59 años;18 Ceuta;Mujeres;2020;557
59 años;18 Ceuta;Mujeres;2019;505
59 años;18 Ceuta;Mujeres;2018;518
59 años;18 Ceuta;Mujeres;2017;472
59 años;18 Ceuta;Mujeres;2016;437
59 años;18 Ceuta;Mujeres;2015;422
59 años;18 Ceuta;Mujeres;2014;412
59 años;18 Ceuta;Mujeres;2013;397
59 años;19 Melilla;Total;2021;1.024
59 años;19 Melilla;Total;2020;1.114
59 años;19 Melilla;Total;2019;1.048
59 años;19 Melilla;Total;2018;1.052
59 años;19 Melilla;Total;2017;1.013
59 años;19 Melilla;Total;2016;930
59 años;19 Melilla;Total;2015;875
59 años;19 Melilla;Total;2014;790
59 años;19 Melilla;Total;2013;752
59 años;19 Melilla;Hombres;2021;551
59 años;19 Melilla;Hombres;2020;583
59 años;19 Melilla;Hombres;2019;558
59 años;19 Melilla;Hombres;2018;563
59 años;19 Melilla;Hombres;2017;555
59 años;19 Melilla;Hombres;2016;491
59 años;19 Melilla;Hombres;2015;495
59 años;19 Melilla;Hombres;2014;425
59 años;19 Melilla;Hombres;2013;412
59 años;19 Melilla;Mujeres;2021;473
59 años;19 Melilla;Mujeres;2020;531
59 años;19 Melilla;Mujeres;2019;490
59 años;19 Melilla;Mujeres;2018;489
59 años;19 Melilla;Mujeres;2017;458
59 años;19 Melilla;Mujeres;2016;439
59 años;19 Melilla;Mujeres;2015;380
59 años;19 Melilla;Mujeres;2014;365
59 años;19 Melilla;Mujeres;2013;340
60 años;Total Nacional;Total;2021;643.008
60 años;Total Nacional;Total;2020;625.821
60 años;Total Nacional;Total;2019;610.903
60 años;Total Nacional;Total;2018;596.331
60 años;Total Nacional;Total;2017;557.452
60 años;Total Nacional;Total;2016;542.289
60 años;Total Nacional;Total;2015;519.178
60 años;Total Nacional;Total;2014;522.233
